Åìî‘çÜ,ÅFéÊìæì˙ïtÅiêÌó™ï™êÕópÅj,ÅñéÊìæì˙ïtÅiÉOÉâÉtópÅj,Åìè§ïiñº,ÅñAmazonéÊÇËàµÇ¢äJénì˙,Åìèoïié“,Åìè§ïiè⁄ç◊URL,Åìèdï°,ÅìçÄî‘,ÅìêØ,É^ÉCÉgÉã,Åììäçeé“,ÅñÉåÉrÉÖÅ[ì˙ït,ÉåÉrÉÖÅ[ì‡óe
1134,2017/04/05 21:57:44,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,1,5,"Great for my boy!","Weltonlj",2016/12/31,"This was the only thing my 5 year old wanted for Christmas and it's now the only thing he plays with! It's very good quality and looks like it should be on a Dr's desk. Great for any child interested in human anatomy!"
1135,2017/04/05 21:57:44,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,2,5,"One per intelligent houshold?","DavE",2017/03/23,"Scarrrrry, but informative. Easier to grasp gut relationships than on paper."
1136,2017/04/05 21:57:44,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,3,4,"Four Stars","Amazon Customer",2016/01/07,"Good size and quality, but the organs don't stay in well."
1137,2017/04/05 21:57:44,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,4,5,"I love it I thought for the price it would be ...","sherry",2017/03/12,"I love it I thought for the price it would be a little bigger but it is well made and the pieces fit pretty well and stay together. I would buy it again."
1138,2017/04/05 21:57:45,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,5,5,"A fine product","Richard J. Harris",2017/03/07,"This human model met my complete expectations."
1139,2017/04/05 21:57:45,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,6,4,"Four Stars","Amazon Customer",2017/03/17,"""Walter"" is currently being enjoyed by a fifth grade classroom studying organs!"
1140,2017/04/05 21:57:45,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,7,5,"Excellent quality and value.","Patrick Schoenfelder",2017/02/06,"Well made, easy to assemble and disassemble, solid construction. Suitable for grade school to high school age kids and even for professional use to illustrate anatomy to patients.

We are very pleased with the product."
1141,2017/04/05 21:57:45,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,8,5,"This model is the perfect size everything inside the body is properly labeled and ...","Karen D",2016/07/27,"This model is the perfect size everything inside the body is properly labeled and they give you a list with the body part and the number more information then I thought it would have I've been a nurse for 30 years and this is really a good product to study by I highly recommend it for nursing students pre-med students plus it looks pretty cool sitting on the desk if it was a piece of...I would tell you!"
1142,2017/04/05 21:57:45,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,9,4,"Pretty good buy!","Nevada Lee",2015/07/27,"Gets the job done for a reasonable price. Pieces don't break when dropped in class by children or adults. Easier to put back together when you lay it down. I am satisfied."
1143,2017/04/05 21:57:45,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,10,5,"Five Stars","Rachel",2016/07/07,"It's easy remove all the parts. I bought the used one, but looks like new."
1144,2017/04/05 21:57:49,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,11,5,"Wow!","Sharon M",2016/11/15,"My granddaughter is very interested in anatomy and I bought her Human Torso Model for Christmas. This is an amazing product and I can't wait to give it to her. It is a professional model and made so well!"
1145,2017/04/05 21:57:49,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,12,5,"Five Stars","LSM",2015/10/11,"Wonderful quality and price."
1146,2017/04/05 21:57:49,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,13,4,"Perfect purchase.","foxylibrarian",2016/01/13,"My son loves this! He takes anatomy in high school and will also need it next year in college. Perfect purchase."
1147,2017/04/05 21:57:49,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,14,4,"Excellent for teaching children and curious","ROBERT A GARDNER",2016/03/01,"Met expectation. Excellent for teaching children and curious adults"
1148,2017/04/05 21:57:50,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,15,5,"Five Stars","Grandma Moses",2016/11/27,"It is a good teaching tool."
1149,2017/04/05 21:57:50,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,16,5,"Great.","Kristy",2017/02/01,"The only negative is that the heart doesn't stay in without a lung holding it in.
My kids (3 and 5) love it, but it would be great for a high school or college class too."
1150,2017/04/05 21:57:50,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,17,5,"Exceeded my hopes and expectations","RockinRyan",2017/01/17,"This is of fantastic quality. The detailed painting way surpassed my hopes and expectations. The build quality was pleasing, too. It presents as entirely professional."
1151,2017/04/05 21:57:50,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,18,5,"Five Stars","Dixie Dewdrop",2017/01/11,"Worth the price when you see the quality. My grand daughter age 9 and her parents were equally impressed!"
1152,2017/04/05 21:57:50,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,19,5,"Five Stars","Norita Carol Sorenson",2017/01/03,"My grand daughter loves this Human Torso!!"
1153,2017/04/05 21:57:50,2017/4/5,"Walter Products 19"" Tabletop Human Torso Model",,"Walter Products",https://www.amazon.com/Walter-Products-Tabletop-Human-Torso/dp/B008AK7TZQ/ref=sr_1_54?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-54&keywords=model,0,20,5,"My kids love it (elementary age","SH",2015/12/26,"Smaller than I expected but that was my fault for not reading details clearly. Well made and detailed. My kids love it (elementary age.)"
1154,2017/04/05 21:58:02,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,1,5,"Buy It!","Zino",2017/03/30,"This is a very good glue. As a kid I got used to using the old style glues. They worked, but were no near as handy to use as this glue. I have grand kids now, and wanted to get them involved in model building. As a kid, this was one of my favorite pass times. That had to do allot, with friends and their older brothers. Now, Grandpa's. This glue takes some of the wait out of waiting for glue to dry. That makes model building just that much more fun. It holds well. I like the fact that the glue comes with, extra tips. The price is right, at this time. If like me, you are wanting to buy a glue that works well with plastics, buy these."
1155,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,2,3,"Ok","bluezman714",2017/03/20,"I don't like these types of glues. They neve glue fast enough. I'll spend $5 more buying better glued"
1156,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,3,5,"A lot of quality glue for the price...","Myles B Dyson",2017/03/29,"The package comes with a few press ""precision applicators"" for the nozzle. Drys fast, holds strong. Testors, baby!"
1157,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,4,5,"really holds it together","Kindle Customer",2017/01/08,"When you are putting together a model you can't beat this glue for holding it all together. Thank you and enjoy your day."
1158,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,5,5,"Great value","VDrummer",2017/03/21,"Two to keep my modeling hobby going for a while. No complaints."
1159,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,6,5,"Five Stars","Amazon Customer",2017/03/27,"Works well for plastic."
1160,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,7,5,"Five Stars","SB",2017/03/19,"all worked out well!"
1161,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,8,4,"The glue glues stuff","Forrestal 59",2015/06/16,"The glue wors satisfactorily."
1162,2017/04/05 21:58:03,2017/4/5,"Testors 3509C Testors Plastic Cement Value Pack",2014/03/31,"Testors",https://www.amazon.com/Testors-3509C-Plastic-Cement-Value/dp/B00JDMWVSU/ref=sr_1_55?s=toys-and-games&ie=UTF8&qid=1491396968&sr=1-55&keywords=model,0,9,5,"Awesome old school model glue.","Ian J Burchett",2014/12/17,"This is the great old-school glue I was looking for. This stuff seems like the same stuff available decades ago (just look at all those warning labels, must be good stuff). Works great for gluing ABS and PLA together. Also, the precision tips included (you get like 5!), work great for making your glue line as thin as a pencil line."
